Date,Store ID,Product ID,Forecast
2022-08-23,S001,P0001,115.75456043337076
2022-08-24,S001,P0001,126.26170754814686
2022-08-25,S001,P0001,130.6737683286941
2022-08-26,S001,P0001,129.0812765487604
2022-08-27,S001,P0001,121.0495032704523
2022-08-28,S001,P0001,129.68018385279737
2022-08-29,S001,P0001,107.78916758400773
2022-08-30,S001,P0001,113.15539268074693
2022-08-31,S001,P0001,126.92858921651228
2022-09-01,S001,P0001,134.44269710702258
2022-09-02,S001,P0001,135.73101418460516
2022-09-03,S001,P0001,130.30733668610952
2022-09-04,S001,P0001,141.2286809527843
2022-09-05,S001,P0001,121.27376997599399
2022-09-06,S001,P0001,128.19267064980664
2022-09-07,S001,P0001,143.11497146376848
2022-09-08,S001,P0001,151.36347925067182
2022-09-09,S001,P0001,152.96944598092608
2022-09-10,S001,P0001,147.45358841647123
2022-09-11,S001,P0001,157.88849439268813
2022-09-12,S001,P0001,137.07660865378594
2022-09-13,S001,P0001,142.7991974726976
2022-09-14,S001,P0001,156.2236988871612
2022-09-15,S001,P0001,162.71645757304003
2022-09-16,S001,P0001,162.35687854584668
2022-09-17,S001,P0001,154.7172880132199
2022-09-18,S001,P0001,162.92412215669728
2022-09-19,S001,P0001,139.83466497459105
2022-09-20,S001,P0001,143.28476283850614
2022-09-21,S001,P0001,154.49495077604175
2022-09-22,S001,P0001,158.8820167312046
2022-09-23,S001,P0001,156.57206368864118
2022-09-24,S001,P0001,147.17938150334322
2022-09-25,S001,P0001,153.8667702414854
2022-09-26,S001,P0001,129.52155393322164
2022-09-27,S001,P0001,132.002726846992
2022-09-28,S001,P0001,142.54667796806572
2022-09-29,S001,P0001,146.5785266819001
2022-09-30,S001,P0001,144.22513226125812
2022-10-01,S001,P0001,135.09408766909823
2022-10-02,S001,P0001,142.33433418999226
2022-10-03,S001,P0001,118.81262670832409
2022-10-04,S001,P0001,122.3612791306201
2022-10-05,S001,P0001,134.18461982346608
2022-10-06,S001,P0001,139.67117146557155
2022-10-07,S001,P0001,138.90759697812578
2022-10-08,S001,P0001,131.45869929166378
2022-10-09,S001,P0001,140.42908742900073
2022-10-10,S001,P0001,118.640713975391
2022-10-11,S001,P0001,123.88168855715398
2022-10-12,S001,P0001,137.31377274125097
2022-10-13,S001,P0001,144.28554728621882
2022-10-14,S001,P0001,144.847271441232
2022-10-15,S001,P0001,138.53170206082527
2022-10-16,S001,P0001,148.41646743678217
2022-10-17,S001,P0001,127.30218611310133
2022-10-18,S001,P0001,132.9617235639195
2022-10-19,S001,P0001,146.547983711149
2022-10-20,S001,P0001,153.40722120932793
2022-10-21,S001,P0001,153.59389269805462
2022-10-22,S001,P0001,146.65131678535823
2022-10-23,S001,P0001,155.67374305583797
2022-10-24,S001,P0001,133.48402899233508
2022-10-25,S001,P0001,137.8823293027233
2022-10-26,S001,P0001,150.05320893067528
2022-10-27,S001,P0001,155.37818230926644
2022-10-28,S001,P0001,153.94971561450356
2022-10-29,S001,P0001,145.35098182484631
2022-10-30,S001,P0001,152.7169899355037
2022-10-31,S001,P0001,128.91130880639068
2022-11-01,S001,P0001,131.77381177225666
2022-11-02,S001,P0001,142.5268744549549
2022-11-03,S001,P0001,146.58704868964548
2022-11-04,S001,P0001,144.078268205258
2022-11-05,S001,P0001,134.6108930986276
2022-11-06,S001,P0001,141.34222954767137
2022-11-07,S001,P0001,117.15275793484234
2022-11-08,S001,P0001,119.89350554173022
2022-11-09,S001,P0001,130.79200348317053
2022-11-10,S001,P0001,135.26385495819954
2022-11-11,S001,P0001,133.42597173657808
2022-11-12,S001,P0001,124.87578409177641
2022-11-13,S001,P0001,132.7520559062999
2022-11-14,S001,P0001,109.91153060221292
2022-11-15,S001,P0001,114.17683394550865
2022-11-16,S001,P0001,126.7430609371575
2022-11-17,S001,P0001,132.99005936673782
2022-11-18,S001,P0001,132.99645074024917
2022-11-19,S001,P0001,126.31967624547725
2022-11-20,S001,P0001,136.05768099148605
2022-11-21,S001,P0001,115.02644314757237
2022-11-22,S001,P0001,121.00875488258492
2022-11-23,S001,P0001,135.16166345779087
2022-11-24,S001,P0001,142.8295668817933
2022-11-25,S001,P0001,144.05898772885362
2022-11-26,S001,P0001,138.37929712322838
2022-11-27,S001,P0001,148.86498816867567
2022-11-28,S001,P0001,128.31369353671911
2022-11-29,S001,P0001,134.49534443827005
2022-11-30,S001,P0001,148.55987209090944
2022-12-01,S001,P0001,155.85044140327008
2022-12-02,S001,P0001,156.4182384353508
2022-12-03,S001,P0001,149.80308421976616
2022-12-04,S001,P0001,159.09547744786124
2022-12-05,S001,P0001,137.11426645547496
2022-12-06,S001,P0001,141.6553558393775
2022-12-07,S001,P0001,153.89885910373945
2022-12-08,S001,P0001,159.22169929591567
2022-12-09,S001,P0001,157.71169310119893
2022-12-10,S001,P0001,148.9474062611909
2022-12-11,S001,P0001,156.05939913980973
2022-12-12,S001,P0001,131.9070798751993
2022-12-13,S001,P0001,134.3265877815529
2022-12-14,S001,P0001,144.53713569136656
2022-12-15,S001,P0001,147.95283008932822
2022-12-16,S001,P0001,144.6960206457147
2022-12-17,S001,P0001,134.3764820686953
2022-12-18,S001,P0001,140.15206076141556
2022-12-19,S001,P0001,114.90501571192416
2022-12-20,S001,P0001,116.48948636240968
2022-12-21,S001,P0001,126.13752411566765
2022-12-22,S001,P0001,129.2707120316673
2022-12-23,S001,P0001,126.01342765300905
2022-12-24,S001,P0001,115.97205277431802
2022-12-25,S001,P0001,122.29576110145629
2022-12-26,S001,P0001,97.85310929700378
2022-12-27,S001,P0001,100.47985792202104
2022-12-28,S001,P0001,111.38545054460852
2022-12-29,S001,P0001,115.96516520695951
2022-12-30,S001,P0001,114.31398108543728
2022-12-31,S001,P0001,106.00645057752953
2023-01-01,S001,P0001,114.1581929958974
2023-01-02,S001,P0001,91.60321973429936
2023-01-03,S001,P0001,96.14250126034165
2023-01-04,S001,P0001,108.95118786743971
2023-01-05,S001,P0001,115.39148221863235
2023-01-06,S001,P0001,115.5271908756741
2023-01-07,S001,P0001,108.90423027059447
2023-01-08,S001,P0001,118.61268969989686
2023-01-09,S001,P0001,97.4646490847996
2023-01-10,S001,P0001,103.24315146402145
2023-01-11,S001,P0001,117.1097337418886
2023-01-12,S001,P0001,124.41750743383922
2023-01-13,S001,P0001,125.22581263920844
2023-01-14,S001,P0001,119.08071908040564
2023-01-15,S001,P0001,129.07697759774558
2023-01-16,S001,P0001,108.03562304626195
2023-01-17,S001,P0001,113.7526340950721
2023-01-18,S001,P0001,127.40606118531734
2023-01-19,S001,P0001,134.36862418795832
2023-01-20,S001,P0001,134.72181457789344
2023-01-21,S001,P0001,128.03578914526025
2023-01-22,S001,P0001,137.4306730761032
2023-01-23,S001,P0001,115.75348874412953
2023-01-24,S001,P0001,120.82613171185334
2023-01-25,S001,P0001,133.8518214354272
2023-01-26,S001,P0001,140.22704432316584
2023-01-27,S001,P0001,140.0550395723324
2023-01-28,S001,P0001,132.9251295550333
2023-01-29,S001,P0001,141.97352612916376
2023-01-30,S001,P0001,120.05984123845765
2023-01-31,S001,P0001,125.01473351285902
2023-02-01,S001,P0001,138.04612652004428
2023-02-02,S001,P0001,144.5510222181994
2023-02-03,S001,P0001,144.6289635248655
2023-02-04,S001,P0001,137.86144875682632
2023-02-05,S001,P0001,147.37292775874272
2023-02-06,S001,P0001,126.00760399653791
2023-02-07,S001,P0001,131.57746779421396
2023-02-08,S001,P0001,145.2689875175468
2023-02-09,S001,P0001,152.45547128765438
2023-02-10,S001,P0001,153.2111402908617
2023-02-11,S001,P0001,147.09120200484392
2023-02-12,S001,P0001,157.19353745550563
2023-02-13,S001,P0001,136.33621018126365
2023-02-14,S001,P0001,142.30620496558333
2023-02-15,S001,P0001,156.26680591033093
2023-02-16,S001,P0001,163.5706094947542
2023-02-17,S001,P0001,164.2741974506245
2023-02-18,S001,P0001,157.9187426224546
2023-02-19,S001,P0001,167.5921482432254
2023-02-20,S001,P0001,146.1069164150028
2023-02-21,S001,P0001,151.24914406777285
2023-02-22,S001,P0001,164.18604853393998
2023-02-23,S001,P0001,170.2790134987782
2023-02-24,S001,P0001,169.59817796128303
2023-02-25,S001,P0001,161.7028419484464
2023-02-26,S001,P0001,169.703292764996
2023-02-27,S001,P0001,146.43825363860876
2023-02-28,S001,P0001,149.72336172389174
2023-03-01,S001,P0001,160.75808869200046
2023-03-02,S001,P0001,164.93810794789846
2023-03-03,S001,P0001,162.36914626447552
2023-03-04,S001,P0001,152.6466102664732
2023-03-05,S001,P0001,158.9166093829531
2023-03-06,S001,P0001,134.05259570535145
2023-03-07,S001,P0001,135.90304657100248
2023-03-08,S001,P0001,145.6976218253309
2023-03-09,S001,P0001,148.8588179145307
2023-03-10,S001,P0001,145.51517368160987
2023-03-11,S001,P0001,135.28033392603433
2023-03-12,S001,P0001,141.3136061456292
2023-03-13,S001,P0001,116.49624251694125
2023-03-14,S001,P0001,118.6788820913036
2023-03-15,S001,P0001,129.0875916156023
2023-03-16,S001,P0001,133.13553071634885
2023-03-17,S001,P0001,130.93629693528717
2023-03-18,S001,P0001,122.08325429209677
2023-03-19,S001,P0001,129.7104754464677
2023-03-20,S001,P0001,106.6695213272636
2023-03-21,S001,P0001,110.77748235426509
2023-03-22,S001,P0001,123.22370639327106
2023-03-23,S001,P0001,129.38222382437118
2023-03-24,S001,P0001,129.32590808957866
2023-03-25,S001,P0001,122.6066569522197
2023-03-26,S001,P0001,132.31720518607943
2023-03-27,S001,P0001,111.26877277574407
2023-03-28,S001,P0001,117.23995299668505
2023-03-29,S001,P0001,131.38424627672921
2023-03-30,S001,P0001,139.04323193312064
2023-03-31,S001,P0001,140.26139929749522
2023-04-01,S001,P0001,134.5669084055521
2023-04-02,S001,P0001,145.03387809786526
2023-04-03,S001,P0001,124.46039522059199
2023-04-04,S001,P0001,130.6176416357892
2023-04-05,S001,P0001,144.65754018875845
2023-04-06,S001,P0001,151.9259099919954
2023-04-07,S001,P0001,152.47715384844219
2023-04-08,S001,P0001,145.85475230860237
2023-04-09,S001,P0001,155.15316941140267
2023-04-10,S001,P0001,133.19537370021084
2023-04-11,S001,P0001,137.78138356721232
2023-04-12,S001,P0001,150.095252543296
2023-04-13,S001,P0001,155.51750112256528
2023-04-14,S001,P0001,154.13903549853296
2023-04-15,S001,P0001,145.54084621526536
2023-04-16,S001,P0001,152.85511065945298
2023-04-17,S001,P0001,128.9419218762046
2023-04-18,S001,P0001,131.63707112705964
2023-04-19,S001,P0001,142.15831721359956
2023-04-20,S001,P0001,145.91716516963066
2023-04-21,S001,P0001,143.0322089550828
2023-04-22,S001,P0001,133.10834323449203
2023-04-23,S001,P0001,139.29747791260175
2023-04-24,S001,P0001,114.4749849749559
2023-04-25,S001,P0001,116.48730935886702
2023-04-26,S001,P0001,126.5581783245057
2023-04-27,S001,P0001,130.10043051700146
2023-04-28,S001,P0001,127.22951515121024
2023-04-29,S001,P0001,117.54295956033955
2023-04-30,S001,P0001,124.18142950804668
2023-05-01,S001,P0001,100.0056003896658
2023-05-02,S001,P0001,102.8442578038159
2023-05-03,S001,P0001,113.9010472790775
2023-05-04,S001,P0001,118.56687863400951
2023-05-05,S001,P0001,116.93401909874964
2023-05-06,S001,P0001,108.57615699905749
2023-05-07,S001,P0001,116.61004423709053
2023-05-08,S001,P0001,93.87292051151914
2023-05-09,S001,P0001,98.1711231693234
2023-05-10,S001,P0001,110.687290201867
2023-05-11,S001,P0001,116.7931509016149
2023-05-12,S001,P0001,116.56392973891329
2023-05-13,S001,P0001,109.55863904004383
2023-05-14,S001,P0001,118.8818650500914
2023-05-15,S001,P0001,97.3612490564308
2023-05-16,S001,P0001,102.79606938849305
2023-05-17,S001,P0001,116.36433550841558
2023-05-18,S001,P0001,123.43539538494494
2023-05-19,S001,P0001,124.08409035217753
2023-05-20,S001,P0001,117.87074362436391
2023-05-21,S001,P0001,127.90259923386238
2023-05-22,S001,P0001,107.01092646202034
2023-05-23,S001,P0001,112.99920977850991
2023-05-24,S001,P0001,127.04985007398906
2023-05-25,S001,P0001,134.53639287731454
2023-05-26,S001,P0001,135.537331739626
2023-05-27,S001,P0001,129.61578599464204
2023-05-28,S001,P0001,139.8806813500286
2023-05-29,S001,P0001,119.16365835324987
2023-05-30,S001,P0001,125.26713669128672
2023-05-31,S001,P0001,139.37096675786975
2023-06-01,S001,P0001,146.84468734940484
2023-06-02,S001,P0001,147.7614382253371
2023-06-03,S001,P0001,141.67782464615613
2023-06-04,S001,P0001,151.69535761780253
2023-06-05,S001,P0001,130.63768764448912
2023-06-06,S001,P0001,136.29905036898433
2023-06-07,S001,P0001,149.85134387421593
2023-06-08,S001,P0001,156.6568430751379
2023-06-09,S001,P0001,156.7825851195836
2023-06-10,S001,P0001,149.78070711323835
2023-06-11,S001,P0001,158.75034358448616
2023-06-12,S001,P0001,136.5152851298909
2023-06-13,S001,P0001,140.87280070302205
2023-06-14,S001,P0001,153.00102832432947
2023-06-15,S001,P0001,158.27192603409057
2023-06-16,S001,P0001,156.76580521710326
2023-06-17,S001,P0001,148.05171803456017
2023-06-18,S001,P0001,155.24929934241493
2023-06-19,S001,P0001,131.2062603138679
2023-06-20,S001,P0001,133.7469350159495
2023-06-21,S001,P0001,144.0792866323281
2023-06-22,S001,P0001,147.60737022730686
2023-06-23,S001,P0001,144.44528236402948
2023-06-24,S001,P0001,134.19688045035974
2023-06-25,S001,P0001,140.01688608743487
2023-06-26,S001,P0001,114.78758596263289
2023-06-27,S001,P0001,116.36654992677917
2023-06-28,S001,P0001,125.99279296576356
2023-06-29,S001,P0001,129.09839910801546
2023-06-30,S001,P0001,125.82165933091198
2023-07-01,S001,P0001,115.78602813966977
2023-07-02,S001,P0001,122.16053435280755
2023-07-03,S001,P0001,97.83587980816772
2023-07-04,S001,P0001,100.67166415080094
2023-07-05,S001,P0001,111.9021787651397
2023-07-06,S001,P0001,116.94780160654035
2023-07-07,S001,P0001,115.92805565133185
2023-07-08,S001,P0001,108.44064289815434
2023-07-09,S001,P0001,117.62209305159398
2023-07-10,S001,P0001,96.32426036357413
2023-07-11,S001,P0001,102.36210263975022
2023-07-12,S001,P0001,116.92017742144087
2023-07-13,S001,P0001,125.3648752652139
2023-07-14,S001,P0001,127.75843743965952
2023-07-15,S001,P0001,123.63905130851683
2023-07-16,S001,P0001,136.08264100491536
2023-07-17,S001,P0001,117.88056292706574
2023-07-18,S001,P0001,126.7886143011288
2023-07-19,S001,P0001,143.934762728855
2023-07-20,S001,P0001,154.63258895395154
2023-07-21,S001,P0001,158.89646247160732
2023-07-22,S001,P0001,156.22271624015895
2023-07-23,S001,P0001,169.65241241415805
2023-07-24,S001,P0001,151.94988492952152
2023-07-25,S001,P0001,160.85244599445736
2023-07-26,S001,P0001,177.47864636496197
2023-07-27,S001,P0001,187.14206711154148
2023-07-28,S001,P0001,189.8666519398203
2023-07-29,S001,P0001,185.16783999966708
2023-07-30,S001,P0001,196.11508921445554
2023-07-31,S001,P0001,175.50997860607868
2023-08-01,S001,P0001,181.13528382803298
2023-08-02,S001,P0001,194.162427337135
2023-08-03,S001,P0001,199.9642966269488
2023-08-04,S001,P0001,198.62945913703896
2023-08-05,S001,P0001,189.742056735545
2023-08-06,S001,P0001,196.44299568165974
2023-08-07,S001,P0001,171.60664874258384
2023-08-08,S001,P0001,173.08849357234368
2023-08-09,S001,P0001,182.13111971122964
2023-08-10,S001,P0001,184.17562881803644
2023-08-11,S001,P0001,179.37448759772394
2023-08-12,S001,P0001,167.37014600991193
2023-08-13,S001,P0001,171.35506456612936
2023-08-14,S001,P0001,144.24739285022793
2023-08-15,S001,P0001,143.9377457941969
2023-08-16,S001,P0001,151.6945289225974
2023-08-17,S001,P0001,152.97485209011913
2023-08-18,S001,P0001,147.93710168909587
2023-08-19,S001,P0001,136.2194898939396
2023-08-20,S001,P0001,141.0002260012569
2023-08-21,S001,P0001,115.17354850994938
2023-08-22,S001,P0001,116.59705632485391
2023-08-23,S001,P0001,126.49777767884507
2023-08-24,S001,P0001,130.2839995099604
2023-08-25,S001,P0001,128.05890669577215
2023-08-26,S001,P0001,119.40032583612555
2023-08-27,S001,P0001,127.42219201454948
2023-08-28,S001,P0001,104.95194841646199
2023-08-29,S001,P0001,109.77928695026881
2023-08-30,S001,P0001,123.06363744546032
2023-08-31,S001,P0001,130.14739707561327
2023-09-01,S001,P0001,131.0709189523336
2023-09-02,S001,P0001,125.35352545426396
2023-09-03,S001,P0001,136.05613757050716
2023-09-04,S001,P0001,115.95970557471851
2023-09-05,S001,P0001,122.8148277377322
2023-09-06,S001,P0001,137.74994681067662
2023-09-07,S001,P0001,146.0851020541484
2023-09-08,S001,P0001,147.84724615127723
2023-09-09,S001,P0001,142.55138739723293
2023-09-10,S001,P0001,153.26314780531794
2023-09-11,S001,P0001,132.77692630289584
2023-09-12,S001,P0001,138.8650619574015
2023-09-13,S001,P0001,152.68539934350102
2023-09-14,S001,P0001,159.59425002986006
2023-09-15,S001,P0001,159.66077914602596
2023-09-16,S001,P0001,152.44709998231247
2023-09-17,S001,P0001,161.06969221525145
2023-09-18,S001,P0001,138.37635968475408
2023-09-19,S001,P0001,142.19415058418195
2023-09-20,S001,P0001,153.73567061631024
2023-09-21,S001,P0001,158.4108113981436
2023-09-22,S001,P0001,156.3399506020359
2023-09-23,S001,P0001,147.132932910879
2023-09-24,S001,P0001,153.94947152672327
2023-09-25,S001,P0001,129.67520779661066
2023-09-26,S001,P0001,132.16887048340902
2023-09-27,S001,P0001,142.66798053851176
